match_id,match_name,home_team,away_team,bowling_team,venue,city,innings_id,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs,captain
1298150,INDIA v PAK,PAK,INDIA,INDIA,Melbourne Cricket Ground,Melbourne,1,Bhuvneshwar Kumar,4,0,22,1,5.5,17,1,1,3,0,FALSE
1298150,INDIA v PAK,PAK,INDIA,INDIA,Melbourne Cricket Ground,Melbourne,1,Arshdeep Singh,4,0,32,3,8,10,3,1,1,0,FALSE
1298150,INDIA v PAK,PAK,INDIA,INDIA,Melbourne Cricket Ground,Melbourne,1,Mohammed Shami,4,0,25,1,6.25,14,4,0,1,0,FALSE
1298150,INDIA v PAK,PAK,INDIA,PAK,Melbourne Cricket Ground,Melbourne,2,Shaheen Shah Afridi,4,0,34,0,8.5,7,4,0,1,0,FALSE
1298150,INDIA v PAK,PAK,INDIA,PAK,Melbourne Cricket Ground,Melbourne,2,Haris Rauf,4,0,36,2,9,11,2,2,1,0,FALSE
1298149,IRE v SL,IRE,SL,SL,"Bellerive Oval, Hobart",Hobart,1,Binura Fernando,4,0,27,1,6.75,10,3,0,1,0,FALSE
1298149,IRE v SL,IRE,SL,IRE,"Bellerive Oval, Hobart",Hobart,2,Josh Little,4,0,45,0,11.25,5,4,1,1,0,FALSE
1298149,IRE v SL,IRE,SL,IRE,"Bellerive Oval, Hobart",Hobart,2,Gareth Delany,4,0,28,1,7,8,3,0,2,0,FALSE
1298148,AFG v ENG,AFG,ENG,ENG,Perth Stadium,Perth,1,Ben Stokes,4,0,19,2,4.75,14,2,0,1,0,FALSE
1298148,AFG v ENG,AFG,ENG,ENG,Perth Stadium,Perth,1,Chris Woakes,4,0,24,1,6,15,2,1,1,0,FALSE
1298148,AFG v ENG,AFG,ENG,AFG,Perth Stadium,Perth,2,Fazalhaq Farooqi,4,0,24,1,6,15,2,1,3,0,FALSE
1298147,AUS v NZ,NZ,AUS,AUS,Sydney Cricket Ground,Sydney,1,Josh Hazlewood,4,0,41,2,10.25,8,5,1,1,0,FALSE
1298147,AUS v NZ,NZ,AUS,AUS,Sydney Cricket Ground,Sydney,1,Pat Cummins,4,0,46,0,11.5,8,4,2,2,0,FALSE
1298147,AUS v NZ,NZ,AUS,AUS,Sydney Cricket Ground,Sydney,1,Marcus Stoinis,4,0,38,0,9.5,3,1,2,1,0,FALSE
1298147,AUS v NZ,NZ,AUS,AUS,Sydney Cricket Ground,Sydney,1,Adam Zampa,4,0,39,1,9.75,4,2,2,1,0,FALSE
1298147,AUS v NZ,NZ,AUS,NZ,Sydney Cricket Ground,Sydney,2,Trent Boult,4,0,24,2,6,13,2,1,1,0,FALSE
1298147,AUS v NZ,NZ,AUS,NZ,Sydney Cricket Ground,Sydney,2,Ish Sodhi,4,0,29,1,7.25,8,2,1,1,0,FALSE
1298146,SCOT v ZIM,SCOT,ZIM,ZIM,"Bellerive Oval, Hobart",Hobart,1,Sikandar Raza,4,0,20,1,5,10,0,0,2,0,FALSE
1298145,IRE v WI,WI,IRE,IRE,"Bellerive Oval, Hobart",Hobart,1,Josh Little,4,0,31,0,7.75,8,1,2,1,0,FALSE
1298145,IRE v WI,WI,IRE,IRE,"Bellerive Oval, Hobart",Hobart,1,Mark Adair,4,0,26,0,6.5,12,1,1,4,0,FALSE
1298145,IRE v WI,WI,IRE,IRE,"Bellerive Oval, Hobart",Hobart,1,Barry McCarthy,4,0,33,1,8.25,9,3,1,1,0,FALSE
1298145,IRE v WI,WI,IRE,IRE,"Bellerive Oval, Hobart",Hobart,1,Gareth Delany,4,0,16,3,4,12,1,0,1,0,FALSE
1298145,IRE v WI,WI,IRE,WI,"Bellerive Oval, Hobart",Hobart,2,Alzarri Joseph,4,0,39,0,9.75,9,3,2,1,0,FALSE
1298144,NAM v UAE,UAE,NAM,NAM,Simonds Stadium,Geelong,1,Ruben Trumpelmann,4,0,22,0,5.5,10,0,0,3,0,FALSE
1298144,NAM v UAE,UAE,NAM,NAM,Simonds Stadium,Geelong,1,David Wiese,4,0,27,1,6.75,12,2,1,1,0,FALSE
1298144,NAM v UAE,UAE,NAM,UAE,Simonds Stadium,Geelong,2,Junaid Siddique,4,0,35,1,8.75,8,3,1,2,0,FALSE
1298143,NED v SL,SL,NED,NED,Simonds Stadium,Geelong,1,Paul van Meekeren,4,0,25,2,6.25,11,3,0,1,0,FALSE
1298143,NED v SL,SL,NED,SL,Simonds Stadium,Geelong,2,Lahiru Kumara,4,0,28,1,7,14,2,1,1,0,FALSE
1298143,NED v SL,SL,NED,SL,Simonds Stadium,Geelong,2,Binura Fernando,4,0,33,1,8.25,11,4,1,1,0,FALSE
1298141,IRE v SCOT,SCOT,IRE,IRE,"Bellerive Oval, Hobart",Hobart,1,Josh Little,4,0,30,1,7.5,10,2,1,1,0,FALSE
1298141,IRE v SCOT,SCOT,IRE,IRE,"Bellerive Oval, Hobart",Hobart,1,Mark Adair,4,0,23,1,5.75,12,2,0,2,0,FALSE
1298141,IRE v SCOT,SCOT,IRE,SCOT,"Bellerive Oval, Hobart",Hobart,2,Mark Watt,4,0,39,1,9.75,10,2,1,2,0,FALSE
1298141,IRE v SCOT,SCOT,IRE,SCOT,"Bellerive Oval, Hobart",Hobart,2,Josh Davey,4,0,46,0,11.5,5,8,0,1,0,FALSE
1298140,SL v UAE,SL,UAE,UAE,Simonds Stadium,Geelong,1,Junaid Siddique,4,0,36,0,9,8,2,1,2,0,FALSE
1298139,NAM v NED,NAM,NED,NED,Simonds Stadium,Geelong,1,Paul van Meekeren,4,0,18,1,4.5,11,1,0,1,0,FALSE
1298138,IRE v ZIM,ZIM,IRE,IRE,"Bellerive Oval, Hobart",Hobart,1,Mark Adair,4,0,39,2,9.75,6,3,1,2,0,FALSE
1298138,IRE v ZIM,ZIM,IRE,IRE,"Bellerive Oval, Hobart",Hobart,1,Barry McCarthy,4,0,24,0,6,11,2,0,2,0,FALSE
1298138,IRE v ZIM,ZIM,IRE,ZIM,"Bellerive Oval, Hobart",Hobart,2,Tendai Chatara,4,0,22,2,5.5,13,1,1,2,0,FALSE
1298137,SCOT v WI,SCOT,WI,WI,"Bellerive Oval, Hobart",Hobart,1,Alzarri Joseph,4,0,28,2,7,9,3,0,2,0,FALSE
1298137,SCOT v WI,SCOT,WI,WI,"Bellerive Oval, Hobart",Hobart,1,Odean Smith,4,0,31,1,7.75,6,3,0,1,0,FALSE
1298137,SCOT v WI,SCOT,WI,SCOT,"Bellerive Oval, Hobart",Hobart,2,Mark Watt,4,0,12,3,3,16,1,0,1,0,FALSE
1298137,SCOT v WI,SCOT,WI,SCOT,"Bellerive Oval, Hobart",Hobart,2,Michael Leask,4,0,15,2,3.75,11,0,0,1,0,FALSE
1298136,NED v UAE,UAE,NED,NED,Simonds Stadium,Geelong,1,Fred Klaassen,4,0,13,2,3.25,18,0,0,3,0,FALSE
1298136,NED v UAE,UAE,NED,UAE,Simonds Stadium,Geelong,2,Junaid Siddique,4,0,24,3,6,10,2,0,1,0,FALSE
1298135,NAM v SL,NAM,SL,SL,Simonds Stadium,Geelong,1,Maheesh Theekshana,4,0,23,1,5.75,7,0,0,2,0,FALSE
1298135,NAM v SL,NAM,SL,SL,Simonds Stadium,Geelong,1,Dushmantha Chameera,4,0,39,1,9.75,6,3,1,2,0,FALSE
1298135,NAM v SL,NAM,SL,SL,Simonds Stadium,Geelong,1,Chamika Karunaratne,4,0,36,1,9,7,3,1,1,0,FALSE
1298135,NAM v SL,NAM,SL,NAM,Simonds Stadium,Geelong,2,Jan Frylinck,4,0,26,2,6.5,10,0,2,1,0,FALSE
1298179,ENG v PAK,PAK,ENG,ENG,Melbourne Cricket Ground,Melbourne,1,Ben Stokes,4,0,32,1,8,6,1,0,2,1,FALSE
1298170,PAK v SA,PAK,SA,SA,Sydney Cricket Ground,Sydney,1,Anrich Nortje,4,0,41,4,10.25,11,1,4,0,1,FALSE
1298169,BAN v INDIA,INDIA,BAN,BAN,Adelaide Oval,Adelaide,1,Shoriful Islam,4,0,57,0,14.25,7,4,4,2,2,FALSE
1298169,BAN v INDIA,INDIA,BAN,BAN,Adelaide Oval,Adelaide,1,Hasan Mahmud,4,0,47,3,11.75,7,6,2,0,1,FALSE
1298167,ENG v NZ,ENG,NZ,NZ,Brisbane Cricket Ground,Brisbane,1,Lockie Ferguson,4,0,45,2,11.25,6,4,2,0,1,FALSE
1298166,AFG v SL,AFG,SL,SL,Brisbane Cricket Ground,Brisbane,1,Kasun Rajitha,4,0,31,1,7.75,11,2,1,1,1,FALSE
1298162,BAN v ZIM,BAN,ZIM,BAN,Brisbane Cricket Ground,Brisbane,2,Mosaddek Hossain,4,0,34,2,8.5,11,3,2,0,1,FALSE
1298161,NZ v SL,NZ,SL,SL,Sydney Cricket Ground,Sydney,1,Kasun Rajitha,4,0,23,2,5.75,16,3,0,1,2,FALSE
1298157,INDIA v NED,INDIA,NED,INDIA,Sydney Cricket Ground,Sydney,2,Arshdeep Singh,4,0,37,2,9.25,9,6,0,1,1,FALSE
1298150,INDIA v PAK,PAK,INDIA,PAK,Melbourne Cricket Ground,Melbourne,2,Mohammad Nawaz,4,0,42,2,10.5,8,0,4,2,1,FALSE
1298146,SCOT v ZIM,SCOT,ZIM,ZIM,"Bellerive Oval, Hobart",Hobart,1,Richard Ngarava,4,0,28,2,7,12,4,0,1,1,FALSE
1298146,SCOT v ZIM,SCOT,ZIM,ZIM,"Bellerive Oval, Hobart",Hobart,1,Blessing Muzarabani,4,0,34,1,8.5,9,5,0,0,2,FALSE
1298144,NAM v UAE,UAE,NAM,UAE,Simonds Stadium,Geelong,2,Zahoor Khan,4,0,20,2,5,15,1,0,2,2,FALSE
1298143,NED v SL,SL,NED,SL,Simonds Stadium,Geelong,2,Maheesh Theekshana,4,0,32,2,8,12,1,2,2,1,FALSE
1298142,WI v ZIM,WI,ZIM,ZIM,"Bellerive Oval, Hobart",Hobart,1,Blessing Muzarabani,4,0,38,2,9.5,10,2,2,2,1,FALSE
1298142,WI v ZIM,WI,ZIM,WI,"Bellerive Oval, Hobart",Hobart,2,Akeal Hosein,4,0,25,1,6.25,12,1,1,1,1,FALSE
1298141,IRE v SCOT,SCOT,IRE,IRE,"Bellerive Oval, Hobart",Hobart,1,Barry McCarthy,4,0,59,0,14.75,4,6,3,1,1,FALSE
1298138,IRE v ZIM,ZIM,IRE,ZIM,"Bellerive Oval, Hobart",Hobart,2,Blessing Muzarabani,4,0,23,3,5.75,14,0,2,0,1,FALSE
1298179,ENG v PAK,PAK,ENG,ENG,Melbourne Cricket Ground,Melbourne,1,Adil Rashid,4,1,22,2,5.5,10,1,0,1,0,FALSE
1298176,INDIA v ZIM,INDIA,ZIM,ZIM,Melbourne Cricket Ground,Melbourne,1,Richard Ngarava,4,1,44,1,11,12,2,4,1,1,FALSE
1298168,NED v ZIM,ZIM,NED,NED,Adelaide Oval,Adelaide,1,Brandon Glover,4,1,29,2,7.25,15,2,2,2,0,FALSE
1298165,AUS v IRE,AUS,IRE,AUS,Brisbane Cricket Ground,Brisbane,2,Mitchell Starc,4,1,43,2,10.75,11,8,0,2,1,FALSE
1298164,INDIA v SA,INDIA,SA,SA,Perth Stadium,Perth,1,Wayne Parnell,4,1,15,3,3.75,16,0,1,0,0,FALSE
1298162,BAN v ZIM,BAN,ZIM,BAN,Brisbane Cricket Ground,Brisbane,2,Taskin Ahmed,4,1,19,3,4.75,15,3,0,0,0,FALSE
1298161,NZ v SL,NZ,SL,NZ,Sydney Cricket Ground,Sydney,2,Tim Southee,4,1,12,1,3,18,0,1,1,0,FALSE
1298158,PAK v ZIM,ZIM,PAK,PAK,Perth Stadium,Perth,1,Haris Rauf,4,1,12,1,3,15,0,0,0,0,FALSE
1298151,BAN v NED,BAN,NED,BAN,"Bellerive Oval, Hobart",Hobart,2,Hasan Mahmud,4,1,15,2,3.75,16,2,0,0,0,FALSE
1298146,SCOT v ZIM,SCOT,ZIM,ZIM,"Bellerive Oval, Hobart",Hobart,1,Tendai Chatara,4,1,14,2,3.5,14,1,0,0,0,FALSE
1298140,SL v UAE,SL,UAE,SL,Simonds Stadium,Geelong,2,Wanindu Hasaranga de Silva,4,1,8,3,2,17,0,0,0,0,FALSE
1298139,NAM v NED,NAM,NED,NAM,Simonds Stadium,Geelong,2,Jan Frylinck,4,1,16,1,4,11,1,0,0,0,FALSE
1298176,INDIA v ZIM,INDIA,ZIM,INDIA,Melbourne Cricket Ground,Melbourne,2,Bhuvneshwar Kumar,3,1,11,1,3.66,14,1,0,1,0,FALSE
1298166,AFG v SL,AFG,SL,AFG,Brisbane Cricket Ground,Brisbane,2,Fazalhaq Farooqi,3.3,1,22,0,6.28,11,3,0,1,0,FALSE
1298157,INDIA v NED,INDIA,NED,INDIA,Sydney Cricket Ground,Sydney,2,Bhuvneshwar Kumar,3,2,9,2,3,14,1,0,0,0,FALSE
1298135,NAM v SL,NAM,SL,NAM,Simonds Stadium,Geelong,2,Ben Shikongo,3,1,22,2,7.33,6,3,0,0,0,FALSE
1298179,ENG v PAK,PAK,ENG,ENG,Melbourne Cricket Ground,Melbourne,1,Chris Woakes,3,0,26,0,8.66,7,2,1,2,0,FALSE
1298179,ENG v PAK,PAK,ENG,ENG,Melbourne Cricket Ground,Melbourne,1,Liam Livingstone,1,0,16,0,16,1,1,1,1,0,FALSE
1298178,ENG v INDIA,INDIA,ENG,ENG,Adelaide Oval,Adelaide,1,Chris Woakes,3,0,24,1,8,5,1,1,2,0,FALSE
1298178,ENG v INDIA,INDIA,ENG,INDIA,Adelaide Oval,Adelaide,2,Bhuvneshwar Kumar,2,0,25,0,12.5,4,3,1,1,0,FALSE
1298178,ENG v INDIA,INDIA,ENG,INDIA,Adelaide Oval,Adelaide,2,Arshdeep Singh,2,0,15,0,7.5,4,2,0,1,0,FALSE
1298178,ENG v INDIA,INDIA,ENG,INDIA,Adelaide Oval,Adelaide,2,Ravichandran Ashwin,2,0,27,0,13.5,1,1,2,1,0,FALSE
1298177,NZ v PAK,NZ,PAK,NZ,Sydney Cricket Ground,Sydney,2,Tim Southee,3.1,0,24,0,7.57,7,3,0,2,0,FALSE
1298176,INDIA v ZIM,INDIA,ZIM,ZIM,Melbourne Cricket Ground,Melbourne,1,Wellington Masakadza,2,0,12,0,6,5,1,0,1,0,FALSE
1298176,INDIA v ZIM,INDIA,ZIM,ZIM,Melbourne Cricket Ground,Melbourne,1,Sean Williams,2,0,9,2,4.5,6,0,0,2,0,FALSE
1298176,INDIA v ZIM,INDIA,ZIM,INDIA,Melbourne Cricket Ground,Melbourne,2,Arshdeep Singh,2,0,9,1,4.5,9,1,0,2,0,FALSE
1298176,INDIA v ZIM,INDIA,ZIM,INDIA,Melbourne Cricket Ground,Melbourne,2,Hardik Pandya,3,0,16,2,5.33,10,1,0,2,1,FALSE
1298175,BAN v PAK,BAN,PAK,PAK,Adelaide Oval,Adelaide,1,Mohammad Wasim,2,0,19,0,9.5,5,1,1,1,0,FALSE
1298174,NED v SA,NED,SA,SA,Adelaide Oval,Adelaide,1,Aiden Markram,2,0,16,1,8,3,0,1,1,0,FALSE
1298174,NED v SA,NED,SA,NED,Adelaide Oval,Adelaide,2,Paul van Meekeren,3,0,33,1,11,5,1,2,1,1,FALSE
1298174,NED v SA,NED,SA,NED,Adelaide Oval,Adelaide,2,Brandon Glover,2,0,9,3,4.5,5,0,0,1,0,FALSE
1298174,NED v SA,NED,SA,NED,Adelaide Oval,Adelaide,2,Bas de Leede,3,0,25,2,8.33,4,1,0,1,2,FALSE
1298173,ENG v SL,SL,ENG,ENG,Sydney Cricket Ground,Sydney,1,Chris Woakes,3,0,24,1,8,5,3,0,1,0,FALSE
1298173,ENG v SL,SL,ENG,ENG,Sydney Cricket Ground,Sydney,1,Mark Wood,3,0,26,3,8.66,8,1,2,1,0,FALSE
1298173,ENG v SL,SL,ENG,SL,Sydney Cricket Ground,Sydney,2,Kasun Rajitha,3,0,40,0,13.33,4,5,1,2,0,FALSE
1298172,AUS v AFG,AUS,AFG,AUS,Adelaide Oval,Adelaide,2,Marcus Stoinis,2,0,26,0,13,2,2,1,2,0,FALSE
1298171,IRE v NZ,NZ,IRE,IRE,Adelaide Oval,Adelaide,1,George Dockrell,2,0,18,0,9,4,2,0,2,0,FALSE
1298170,PAK v SA,PAK,SA,PAK,Sydney Cricket Ground,Sydney,2,Naseem Shah,3,0,19,1,6.33,10,1,1,1,0,FALSE
1298170,PAK v SA,PAK,SA,PAK,Sydney Cricket Ground,Sydney,2,Haris Rauf,3,0,44,1,14.66,2,7,1,1,0,FALSE
1298169,BAN v INDIA,INDIA,BAN,INDIA,Adelaide Oval,Adelaide,2,Ravichandran Ashwin,2,0,19,0,9.5,4,3,0,1,0,FALSE
1298168,NED v ZIM,ZIM,NED,NED,Adelaide Oval,Adelaide,1,Logan van Beek,2.2,0,17,2,7.28,8,1,1,1,0,FALSE
1298168,NED v ZIM,ZIM,NED,ZIM,Adelaide Oval,Adelaide,2,Luke Jongwe,2,0,25,1,12.5,3,4,0,3,1,FALSE
1298167,ENG v NZ,ENG,NZ,ENG,Brisbane Cricket Ground,Brisbane,2,Mark Wood,3,0,25,1,8.33,8,2,1,1,0,FALSE
1298166,AFG v SL,AFG,SL,AFG,Brisbane Cricket Ground,Brisbane,2,Fareed Ahmad,2,0,25,0,12.5,3,3,1,1,0,FALSE
1298166,AFG v SL,AFG,SL,AFG,Brisbane Cricket Ground,Brisbane,2,Azmatullah Omarzai,2,0,17,0,8.5,2,1,0,1,0,FALSE
1298165,AUS v IRE,AUS,IRE,IRE,Brisbane Cricket Ground,Brisbane,1,Gareth Delany,3,0,29,0,9.66,10,2,2,2,0,FALSE
1298165,AUS v IRE,AUS,IRE,IRE,Brisbane Cricket Ground,Brisbane,1,Fionn Hand,1,0,15,0,15,2,0,2,1,0,FALSE
1298165,AUS v IRE,AUS,IRE,AUS,Brisbane Cricket Ground,Brisbane,2,Josh Hazlewood,3,0,24,0,8,8,1,2,1,0,FALSE
1298163,NED v PAK,NED,PAK,PAK,Perth Stadium,Perth,1,Mohammad Wasim,3,0,15,2,5,10,1,0,1,0,FALSE
1298162,BAN v ZIM,BAN,ZIM,ZIM,Brisbane Cricket Ground,Brisbane,1,Brad Evans,3,0,32,0,10.66,2,3,1,1,0,FALSE
1298162,BAN v ZIM,BAN,ZIM,ZIM,Brisbane Cricket Ground,Brisbane,1,Sean Williams,2,0,10,1,5,4,0,0,1,0,FALSE
1298161,NZ v SL,NZ,SL,SL,Sydney Cricket Ground,Sydney,1,Lahiru Kumara,3,0,37,1,12.33,2,2,2,2,1,FALSE
1298161,NZ v SL,NZ,SL,SL,Sydney Cricket Ground,Sydney,1,Chamika Karunaratne,3,0,34,0,11.33,5,3,1,1,0,FALSE
1298161,NZ v SL,NZ,SL,NZ,Sydney Cricket Ground,Sydney,2,Ish Sodhi,3.2,0,21,2,6.3,11,2,1,1,0,FALSE
1298158,PAK v ZIM,ZIM,PAK,ZIM,Perth Stadium,Perth,2,Sean Williams,2,0,15,0,7.5,1,0,0,1,0,FALSE
1298157,INDIA v NED,INDIA,NED,NED,Sydney Cricket Ground,Sydney,1,Bas de Leede,3,0,33,0,11,6,5,1,1,0,FALSE
1298157,INDIA v NED,INDIA,NED,INDIA,Sydney Cricket Ground,Sydney,2,Hardik Pandya,1,0,9,0,9,1,0,0,1,0,FALSE
1298156,BAN v SA,SA,BAN,SA,Sydney Cricket Ground,Sydney,2,Kagiso Rabada,3,0,24,1,8,8,1,2,1,0,FALSE
1298156,BAN v SA,SA,BAN,SA,Sydney Cricket Ground,Sydney,2,Wayne Parnell,2,0,18,0,9,3,0,1,1,0,FALSE
1298154,ENG v IRE,IRE,ENG,ENG,Melbourne Cricket Ground,Melbourne,1,Chris Woakes,3,0,41,0,13.66,4,6,1,2,0,FALSE
1298154,ENG v IRE,IRE,ENG,IRE,Melbourne Cricket Ground,Melbourne,2,Josh Little,3,0,16,2,5.33,11,2,0,2,0,FALSE
1298154,ENG v IRE,IRE,ENG,IRE,Melbourne Cricket Ground,Melbourne,2,Barry McCarthy,3,0,20,1,6.66,7,1,0,3,0,FALSE
1298154,ENG v IRE,IRE,ENG,IRE,Melbourne Cricket Ground,Melbourne,2,Fionn Hand,2,0,17,1,8.5,6,1,0,4,0,FALSE
1298154,ENG v IRE,IRE,ENG,IRE,Melbourne Cricket Ground,Melbourne,2,Gareth Delany,3.3,0,33,0,9.42,5,3,1,1,0,FALSE
1298153,AUS v SL,SL,AUS,AUS,Perth Stadium,Perth,1,Marcus Stoinis,2,0,17,0,8.5,1,1,0,1,0,FALSE
1298153,AUS v SL,SL,AUS,SL,Perth Stadium,Perth,2,Lahiru Kumara,3.3,0,22,0,6.28,15,0,1,3,0,FALSE
1298153,AUS v SL,SL,AUS,SL,Perth Stadium,Perth,2,Chamika Karunaratne,3,0,20,1,6.66,5,1,0,1,0,FALSE
1298153,AUS v SL,SL,AUS,SL,Perth Stadium,Perth,2,Maheesh Theekshana,3,0,23,1,7.66,11,0,3,1,0,FALSE
1298152,SA v ZIM,ZIM,SA,SA,"Bellerive Oval, Hobart",Hobart,1,Lungi Ngidi,2,0,20,2,10,6,2,1,2,0,FALSE
1298151,BAN v NED,BAN,NED,NED,"Bellerive Oval, Hobart",Hobart,1,Bas de Leede,3,0,29,2,9.66,9,3,1,3,0,FALSE
1298151,BAN v NED,BAN,NED,NED,"Bellerive Oval, Hobart",Hobart,1,Logan van Beek,3,0,12,1,4,7,0,0,1,0,FALSE
1298151,BAN v NED,BAN,NED,BAN,"Bellerive Oval, Hobart",Hobart,2,Soumya Sarkar,3,0,29,1,9.66,5,2,1,1,0,FALSE
1298150,INDIA v PAK,PAK,INDIA,INDIA,Melbourne Cricket Ground,Melbourne,1,Ravichandran Ashwin,3,0,23,0,7.66,5,0,1,1,0,FALSE
1298148,AFG v ENG,AFG,ENG,ENG,Perth Stadium,Perth,1,Sam Curran,3.4,0,10,5,2.72,16,1,0,1,0,FALSE
1298148,AFG v ENG,AFG,ENG,AFG,Perth Stadium,Perth,2,Azmatullah Omarzai,1.1,0,11,0,9.42,2,1,0,3,0,FALSE
1298148,AFG v ENG,AFG,ENG,AFG,Perth Stadium,Perth,2,Fareed Ahmad,2,0,23,1,11.5,2,2,0,1,0,FALSE
1298144,NAM v UAE,UAE,NAM,NAM,Simonds Stadium,Geelong,1,Jan Frylinck,3,0,30,0,10,3,2,1,1,0,FALSE
1298143,NED v SL,SL,NED,SL,Simonds Stadium,Geelong,2,Chamika Karunaratne,2,0,11,0,5.5,6,1,0,1,0,FALSE
1298142,WI v ZIM,WI,ZIM,ZIM,"Bellerive Oval, Hobart",Hobart,1,Richard Ngarava,3,0,20,0,6.66,9,1,1,1,0,FALSE
1298142,WI v ZIM,WI,ZIM,ZIM,"Bellerive Oval, Hobart",Hobart,1,Tendai Chatara,3,0,22,0,7.33,5,2,0,2,0,FALSE
1298142,WI v ZIM,WI,ZIM,WI,"Bellerive Oval, Hobart",Hobart,2,Kyle Mayers,1,0,17,0,17,3,3,0,1,0,FALSE
1298142,WI v ZIM,WI,ZIM,WI,"Bellerive Oval, Hobart",Hobart,2,Odean Smith,3,0,31,1,10.33,8,4,1,1,1,FALSE
1298141,IRE v SCOT,SCOT,IRE,SCOT,"Bellerive Oval, Hobart",Hobart,2,Safyaan Sharif,3,0,32,1,10.66,3,4,0,1,0,FALSE
1298141,IRE v SCOT,SCOT,IRE,SCOT,"Bellerive Oval, Hobart",Hobart,2,Chris Greaves,2,0,18,0,9,1,0,1,1,0,FALSE
1298140,SL v UAE,SL,UAE,SL,Simonds Stadium,Geelong,2,Pramod Madushan,3,0,14,1,4.66,12,2,0,1,0,FALSE
1298140,SL v UAE,SL,UAE,SL,Simonds Stadium,Geelong,2,Dasun Shanaka,1.1,0,7,1,6,3,0,0,1,0,TRUE
1298139,NAM v NED,NAM,NED,NED,Simonds Stadium,Geelong,1,Timm van der Gugten,3,0,29,0,9.66,4,1,1,2,0,FALSE
1298139,NAM v NED,NAM,NED,NED,Simonds Stadium,Geelong,1,Roelof van der Merwe,1,0,6,1,6,1,0,0,1,0,FALSE
1298139,NAM v NED,NAM,NED,NAM,Simonds Stadium,Geelong,2,Gerhard Erasmus,3,0,13,0,4.33,8,0,0,1,0,TRUE
1298139,NAM v NED,NAM,NED,NAM,Simonds Stadium,Geelong,2,Ben Shikongo,1,0,18,0,18,1,0,2,1,0,FALSE
1298138,IRE v ZIM,ZIM,IRE,IRE,"Bellerive Oval, Hobart",Hobart,1,Simi Singh,3,0,31,2,10.33,5,2,2,1,0,FALSE
1298138,IRE v ZIM,ZIM,IRE,IRE,"Bellerive Oval, Hobart",Hobart,1,Gareth Delany,2,0,21,0,10.5,4,2,1,1,0,FALSE
1298138,IRE v ZIM,ZIM,IRE,ZIM,"Bellerive Oval, Hobart",Hobart,2,Sikandar Raza,3,0,22,1,7.33,8,1,1,1,0,FALSE
1298137,SCOT v WI,SCOT,WI,WI,"Bellerive Oval, Hobart",Hobart,1,Kyle Mayers,2,0,24,0,12,5,5,0,2,0,FALSE
1298137,SCOT v WI,SCOT,WI,SCOT,"Bellerive Oval, Hobart",Hobart,2,Josh Davey,3,0,34,1,11.33,8,4,2,1,0,FALSE
1298137,SCOT v WI,SCOT,WI,SCOT,"Bellerive Oval, Hobart",Hobart,2,Safyaan Sharif,3.3,0,23,1,6.57,7,2,0,2,0,FALSE
1298136,NED v UAE,UAE,NED,NED,Simonds Stadium,Geelong,1,Logan van Beek,2,0,19,0,9.5,5,0,2,1,0,FALSE
1298136,NED v UAE,UAE,NED,NED,Simonds Stadium,Geelong,1,Bas de Leede,3,0,19,3,6.33,9,2,0,2,0,FALSE
1298135,NAM v SL,NAM,SL,NAM,Simonds Stadium,Geelong,2,JJ Smit,3,0,16,1,5.33,7,0,0,1,0,FALSE
1298179,ENG v PAK,PAK,ENG,PAK,Melbourne Cricket Ground,Melbourne,2,Iftikhar Ahmed,0.5,0,13,0,15.6,0,1,1,0,0,FALSE
1298178,ENG v INDIA,INDIA,ENG,ENG,Adelaide Oval,Adelaide,1,Ben Stokes,2,0,18,0,9,5,2,1,0,0,FALSE
1298178,ENG v INDIA,INDIA,ENG,INDIA,Adelaide Oval,Adelaide,2,Mohammed Shami,3,0,39,0,13,7,4,3,0,0,FALSE
1298178,ENG v INDIA,INDIA,ENG,INDIA,Adelaide Oval,Adelaide,2,Hardik Pandya,3,0,34,0,11.33,5,1,2,0,0,FALSE
1298177,NZ v PAK,NZ,PAK,PAK,Sydney Cricket Ground,Sydney,1,Mohammad Wasim,2,0,15,0,7.5,3,0,1,0,0,FALSE
1298176,INDIA v ZIM,INDIA,ZIM,ZIM,Melbourne Cricket Ground,Melbourne,1,Ryan Burl,1,0,14,0,14,1,1,1,0,0,FALSE
1298176,INDIA v ZIM,INDIA,ZIM,ZIM,Melbourne Cricket Ground,Melbourne,1,Sikandar Raza,3,0,18,1,6,5,0,1,0,0,FALSE
1298176,INDIA v ZIM,INDIA,ZIM,INDIA,Melbourne Cricket Ground,Melbourne,2,Mohammed Shami,2,0,14,2,7,7,1,1,0,0,FALSE
1298176,INDIA v ZIM,INDIA,ZIM,INDIA,Melbourne Cricket Ground,Melbourne,2,Axar Patel,3.2,0,40,1,12,4,5,1,0,0,FALSE
1298175,BAN v PAK,BAN,PAK,BAN,Adelaide Oval,Adelaide,2,Taskin Ahmed,3,0,26,0,8.66,10,1,2,0,1,FALSE
1298175,BAN v PAK,BAN,PAK,BAN,Adelaide Oval,Adelaide,2,Ebadot Hossain,3.1,0,25,1,7.89,7,1,1,0,1,FALSE
1298174,NED v SA,NED,SA,NED,Adelaide Oval,Adelaide,2,Logan van Beek,3,0,23,0,7.66,4,1,1,0,0,FALSE
