match_id,match_name,home_team,away_team,venue,city,current_innings,innings_id,name,fullName,runs,ballsFaced,minutes,fours,sixes,strikeRate,captain,isNotOut
1298135,NAM v SL,NAM,SL,Simonds Stadium,Geelong,NAM,1,D Wiese,David Wiese,0,1,4,0,0,0,0,0
1298135,NAM v SL,NAM,SL,Simonds Stadium,Geelong,SL,2,MD Gunathilaka,Danushka Gunathilaka,0,1,2,0,0,0,0,0
1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,Adelaide,INDIA,1,R Ashwin,Ravichandran Ashwin,0,0,4,0,0,0,0,1
1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,Sydney,PAK,2,Iftikhar Ahmed,Iftikhar Ahmed,0,0,3,0,0,0,0,1
1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,INDIA,1,AR Patel,Axar Patel,0,0,6,0,0,0,0,1
1298175,BAN v PAK,BAN,PAK,Adelaide Oval,Adelaide,PAK,2,Shadab Khan,Shadab Khan,0,0,2,0,0,0,0,1
1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,Sydney,SL,1,M Theekshana,Maheesh Theekshana,0,0,2,0,0,0,0,1
1298172,AUS v AFG,AUS,AFG,Adelaide Oval,Adelaide,AFG,2,Naveen-ul-Haq,Naveen-ul-Haq,0,0,4,0,0,0,0,1
1298151,BAN v NED,BAN,NED,"Bellerive Oval, Hobart",Hobart,NED,2,TLW Cooper,Tom Cooper,0,0,2,0,0,0,0,0
1298143,NED v SL,SL,NED,Simonds Stadium,Geelong,NED,2,PA van Meekeren,Paul van Meekeren,0,0,4,0,0,0,0,0
1298136,NED v UAE,UAE,NED,Simonds Stadium,Geelong,UAE,1,KP Meiyappan,Karthik Meiyappan,0,0,4,0,0,0,0,1
1298135,NAM v SL,NAM,SL,Simonds Stadium,Geelong,SL,2,Pramod Madushan,Pramod Madushan,0,0,4,0,0,0,0,0
1298175,BAN v PAK,BAN,PAK,Adelaide Oval,Adelaide,BAN,1,Shakib Al Hasan,Shakib Al Hasan,0,1,4,0,0,0,1,0
1298154,ENG v IRE,IRE,ENG,Melbourne Cricket Ground,Melbourne,ENG,2,JC Buttler,Jos Buttler,0,2,3,0,0,0,1,0
1298150,INDIA v PAK,PAK,INDIA,Melbourne Cricket Ground,Melbourne,PAK,1,Babar Azam,Babar Azam,0,1,10,0,0,0,1,0
1298140,SL v UAE,SL,UAE,Simonds Stadium,Geelong,SL,1,MD Shanaka,Dasun Shanaka,0,1,2,0,0,0,1,0
1298166,AFG v SL,AFG,SL,Brisbane Cricket Ground,Brisbane,SL,2,MD Shanaka,Dasun Shanaka,0,0,4,0,0,0,1,1
1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,Melbourne,PAK,1,Mohammad Nawaz(3),Mohammad Nawaz,5,7,11,0,0,71.42,0,0
